Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Total_Sales,Rating
Low Fat,FDT03,Meat,2020,OUT017,Tier 2,High,Supermarket Type1,0.0100553203374147,21.25,183.160797119141,5
Low Fat,NCN19,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.012167988345027,13.1000003814697,190.253005981445,5
Low Fat,NCQ43,Others,2020,OUT017,Tier 2,High,Supermarket Type1,0.111931189894676,17.75,108.89119720459,5
Low Fat,FDK09,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0922823548316956,15.1999998092651,227.235198974609,5
Low Fat,FDV46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0126791913062334,18.2000007629395,139.817993164063,5
Low Fat,FDY46,Snack Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0481608249247074,18.6000003814697,188.989807128906,5
Regular,FDK26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.0322426594793797,5.46000003814697,187.623992919922,5
Regular,FDI50,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.0309052150696516,8.42000007629395,227.635192871094,5
Regular,FDB26,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.031330905854702,14,52.3639984130859,5
Regular,FDY49,Canned,2015,OUT045,Tier 2,High,Supermarket Type1,0.0120364315807819,17.2000007629395,165.718399047852,5
Regular,FDB04,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.063354529440403,11.3500003814697,88.9856033325195,5
Regular,FDA02,Dairy,2015,OUT045,Tier 2,High,Supermarket Type1,0.0297829378396273,14,146.378601074219,5
Regular,FDZ28,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0515969283878803,20,128.067794799805,5
Regular,FDE17,Frozen Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0545659326016903,20.1000003814697,152.236602783203,5
Regular,FDQ19,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0143942609429359,7.34999990463257,241.351196289063,5
Regular,FDM08,Fruits and Vegetables,2015,OUT045,Tier 2,High,Supermarket Type1,0.0536928772926331,10.1000003814697,222.908798217773,5
Regular,FDP03,Meat,2015,OUT045,Tier 2,High,Supermarket Type1,0.0613011494278908,5.15000009536743,122.138801574707,5
Regular,FDU58,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0,6.6100001335144,186.489807128906,5
Regular,FDU46,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0111488653346896,10.3000001907349,84.8539962768555,5
Regular,FDY34,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.0110041303560138,10.5,167.184204101563,5
Regular,FDO09,Snack Foods,2015,OUT045,Tier 2,High,Supermarket Type1,0.125528737902641,13.5,262.191009521484,5
Regular,FDP48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0442722253501415,7.51999998092651,181.395004272461,5
Regular,FDI12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.100966833531857,9.39500045776367,86.8855972290039,5
Regular,FDY12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.141406387090683,9.80000019073486,50.0008010864258,5
Regular,FDX48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0381022021174431,17.75,154.06559753418,5
Regular,FDV60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.118025094270706,20.2000007629395,195.811004638672,5
Regular,FDQ47,Breads,2020,OUT017,Tier 2,High,Supermarket Type1,0.169137701392174,7.15500020980835,35.2873992919922,5
Regular,FDZ13,Canned,2020,OUT017,Tier 2,High,Supermarket Type1,0.154363214969635,7.84000015258789,50.8349990844727,5
Regular,FDM04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.0473871454596519,9.19499969482422,50.8666000366211,5
Regular,FDS04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.147492527961731,10.1949996948242,141.583801269531,5
Regular,FDV28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0,16.1000003814697,35.1557998657227,5
Regular,FDU19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0470360368490219,8.77000045776367,170.542205810547,5
Regular,FDE56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160095900297165,17.25,61.519401550293,5
Regular,FDI07,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0339518263936043,12.3500003814697,197.242599487305,5
Regular,FDU15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0,13.6499996185303,36.6531982421875,5
Regular,FDU27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.172446817159653,18.6000003814697,47.1375999450684,5
Regular,FDN39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0658909976482391,19.3500003814697,167.081604003906,5
Regular,FDV10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.067083366215229,7.64499998092651,44.0111999511719,5
Regular,FDO45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0381674543023109,13.1499996185303,89.4856033325195,5
Regular,FDB23,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.00562021322548389,19.2000007629395,226.606201171875,5
Low Fat,NCY41,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.0761640146374702,16.75,34.0531997680664,5
Regular,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.043402224779129,11.3500003814697,197.074203491211,5
Regular,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.132830664515495,12.1499996185303,190.687194824219,5
Regular,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.124410286545753,6.38500022888184,34.3874015808105,5
Low Fat,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0710645020008087,7.26999998092651,114.451797485352,5
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047178115695715,9.80000019073486,99.4016036987305,5
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.130390465259552,14.3000001907349,77.2328033447266,5
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0951400846242905,15.1000003814697,159.960403442383,5
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0553479865193367,18.8500003814697,131.528396606445,5
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0606882497668266,20.3500003814697,234.261596679688,5
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0925761461257935,4.78499984741211,121.009803771973,5
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151376962661743,7,108.227996826172,5
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0319388285279274,7.65500020980835,114.149200439453,5
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0283578392118216,7.96000003814697,163.289398193359,5
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0426417887210846,18.8500003814697,257.8330078125,5
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.169776350259781,20.7000007629395,184.426605224609,5
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.127517610788345,14.3000001907349,86.0223999023438,5
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036346223205328,20.5,72.969596862793,5
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0387217327952385,8.1850004196167,115.880798339844,5
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.08743666857481,12.6000003814697,109.922798156738,5
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0480090826749802,10.5,157.094604492188,5
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0928657427430153,5.32000017166138,100.66739654541,5
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0417297333478928,12.3500003814697,36.3216018676758,5
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0897612124681473,14.5,159.460403442383,5
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0161045044660568,18.8500003814697,130.262603759766,5
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0296382661908865,9.60000038146973,42.6086006164551,5
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0558294951915741,15.1000003814697,140.249603271484,5
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0335926860570908,15.1999998092651,108.191200256348,5
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0,18.75,213.321792602539,5
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.177236497402191,19.1000003814697,172.342193603516,5
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0133639024570584,16.3500003814697,106.127998352051,5
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0394847393035889,8.39500045776367,97.9041976928711,5
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107870995998383,9.19499969482422,181.263397216797,5
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054046705365181,20.3500003814697,119.546600341797,5
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.04929568618536,21,194.447799682617,5
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159304335713387,9.39500045776367,226.171997070313,5
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0372250713407993,15.6999998092651,182.463394165039,5
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121563382446766,6.71500015258789,43.7453994750977,5
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0248918812721968,10.3000001907349,170.942199707031,5
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0587197244167328,11.6499996185303,171.142196655273,5
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0721418187022209,8.71000003814697,183.392395019531,5
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.114543430507183,15.6999998092651,113.720199584961,5
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0180196613073349,19.75,181.565994262695,5
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0189267732203007,15.6999998092651,60.2536010742188,5
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0597900934517384,20.2000007629395,127.467796325684,5
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0245366357266903,5.63000011444092,106.130599975586,5
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0220545530319214,9.5,195.445205688477,5
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00873428396880627,15.6999998092651,207.897994995117,5
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.00596275320276618,5.34000015258789,102.43579864502,5
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.10527615994215,15.6000003814697,173.276397705078,5
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.22011111676693,11.6499996185303,153.002395629883,5
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0252880193293095,5.48000001907349,83.3249969482422,5
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.0449918769299984,10.8950004577637,107.227996826172,5
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.178622916340828,9.80000019073486,177.936996459961,5
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.113953560590744,16.3500003814697,198.242599487305,5
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.117580063641071,8.01000022888184,36.6531982421875,5
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.195721119642258,10.3000001907349,156.462997436523,5
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.0326061807572842,14.8000001907349,193.579406738281,5
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.201687723398209,8.39000034332275,162.886795043945,5
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.211306676268578,17,125.136199951172,5
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.135647922754288,14.8000001907349,190.88459777832,5
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0630817115306854,15.6000003814697,125.770401000977,5
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.0168047230690718,17.6000003814697,163.455200195313,5
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.175545886158943,17.6000003814697,163.686798095703,5
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.105265475809574,12.6499996185303,159.957794189453,5
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.0515446588397026,13.8500003814697,142.515396118164,5
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.0244257394224405,18.7000007629395,52.9323997497559,5
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.19160333275795,5.42500019073486,87.051399230957,5
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.214681059122086,14.5,102.733200073242,5
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.190569043159485,12.8000001907349,138.783798217773,5
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.0760970339179039,18.5,145.810195922852,5
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.143670186400414,15.5,48.4692001342773,5
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267565906047821,16.8500003814697,194.147796630859,5
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.238831877708435,18,88.2514038085938,5
Low Fat,FDW23,Baking Goods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0819440484046936,5.7649998664856,36.7164001464844,5
Low Fat,FDW59,Breads,2000,OUT013,Tier 3,High,Supermarket Type1,0.0206986740231514,13.1499996185303,86.3565979003906,5
Low Fat,DRF27,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.0283936243504286,8.93000030517578,153.434005737305,5
Low Fat,FDB15,Dairy,2000,OUT013,Tier 3,High,Supermarket Type1,0.136696889996529,10.8950004577637,264.556793212891,5
Low Fat,FDG16,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0897420644760132,15.25,213.719192504883,5
Low Fat,FDJ04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.124348483979702,18,118.312400817871,5
Low Fat,FDJ32,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0577442497014999,10.6949996948242,61.2536010742188,5
Low Fat,FDM56,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0701331794261932,16.7000007629395,109.89119720459,5
Low Fat,FDB45,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0213120430707932,20.8500003814697,104.930603027344,5
Low Fat,DRJ23,Hard Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0416342057287693,18.3500003814697,188.187194824219,5
Low Fat,NCN06,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.120396994054317,8.39000034332275,163.486801147461,5
Low Fat,NCF43,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0519026815891266,8.51000022888184,142.246994018555,5
Low Fat,NCG07,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0524583570659161,12.3000001907349,188.753005981445,5
Low Fat,NCB55,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.160529315471649,15.6999998092651,59.2561988830566,5
Low Fat,NCN30,Household,2000,OUT013,Tier 3,High,Supermarket Type1,0.0169790629297495,16.3500003814697,97.4410018920898,5
Low Fat,FDF22,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.056783389300108,6.86499977111816,214.52180480957,5
Low Fat,FDQ10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0331516191363335,12.8500003814697,170.642196655273,5
Low Fat,DRK13,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.11507173627615,11.8000001907349,198.208404541016,5
Low Fat,DRL37,Soft Drinks,2000,OUT013,Tier 3,High,Supermarket Type1,0.0533277615904808,15.5,44.4770011901855,5
Regular,FDL38,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.0147208478301764,13.8000001907349,89.9171981811523,5
Regular,FDV13,Canned,2000,OUT013,Tier 3,High,Supermarket Type1,0.027587890625,17.3500003814697,86.1856002807617,5
Regular,FDX04,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0415369607508183,19.6000003814697,46.0376014709473,5
Regular,FDF53,Frozen Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0835369899868965,20.75,180.331802368164,5
Regular,FDD21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0,10.3000001907349,115.017601013184,5
Regular,FDO20,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.152001202106476,12.8500003814697,252.338195800781,5
Regular,FDC21,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0429230704903603,14.6000003814697,109.825401306152,5
Regular,FDV19,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0352276973426342,14.8500003814697,159.557800292969,5
Regular,FDW43,Fruits and Vegetables,2000,OUT013,Tier 3,High,Supermarket Type1,0.0224065743386745,20.1000003814697,225.903594970703,5
Regular,FDO46,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0142006706446409,9.60000038146973,187.187194824219,5
Regular,FDT10,Snack Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.0619928725063801,16.7000007629395,60.9561996459961,5
Regular,FDB23,Starchy Foods,2000,OUT013,Tier 3,High,Supermarket Type1,0.00558395078405738,19.2000007629395,226.906204223633,5
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0955457165837288,15.1000003814697,157.360397338867,5
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0218119863420725,12.1499996185303,163.618392944336,5
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0634326785802841,6.42500019073486,132.862594604492,5
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154244348406792,13,77.9985961914063,5
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045168898999691,15.6000003814697,242.985397338867,5
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045492697507143,19.1000003814697,40.3138008117676,5
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0460437349975109,10,140.61799621582,5
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0394549258053303,18.6000003814697,244.080200195313,5
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049520593136549,18.2000007629395,147.373397827148,5
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0362875163555145,20.5,121.275596618652,5
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0444305613636971,18.25,174.207992553711,5
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0467491112649441,7.26999998092651,100.438400268555,5
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0502566024661064,8.76000022888184,127.333602905273,5
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0353362858295441,10.6000003814697,87.0223999023438,5
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0918579027056694,5.82499980926514,160.789398193359,5
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110739029943943,8.27499961853027,103.330596923828,5
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0768662318587303,12.3000001907349,247.14599609375,5
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0348135568201542,16.3500003814697,128.401992797852,5
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014280553907156,20.25,148.041793823242,5
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123531974852085,12.6499996185303,108.293800354004,5
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0258666407316923,18.5,88.9171981811523,5
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0361847542226315,18.8500003814697,58.5561981201172,5
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.00981609243899584,9.0600004196167,211.856002807617,5
